1	1	6.148799911898095e-05
1	1	4.4815000364906155e-05
1	1	3.750399991986342e-05
1	1	5.254600000625942e-05
1	1	4.114399962418247e-05
1	2	3.9746000766172074e-05
1	2	3.701800051203463e-05
1	2	3.65230007446371e-05
1	1	3.649599966593087e-05
1	2	3.536300027917605e-05
1	2	3.554300019459333e-05
2	2	8.440900091954973e-05
2	2	9.415299973625224e-05
2	2	8.334799895237666e-05
2	2	8.178399912139867e-05
1	3	3.242399907321669e-05
1	3	4.0642000385560095e-05
1	3	3.7829999200766906e-05
1	2	3.975100116804242e-05
1	3	3.7916001019766554e-05
2	3	8.534100015822332e-05
2	3	9.605800005374476e-05
2	3	8.407899986195844e-05
2	3	8.617000094091054e-05
2	2	8.32879995869007e-05
2	3	8.913800047594123e-05
3	3	0.00019141099983244203
2	3	5.89299997955095e-05
2	3	5.5107999287429266e-05
3	3	0.00010890700104937423
1	3	2.9771001209155656e-05
1	4	2.8296999516896904e-05
1	3	2.7022000722354278e-05
1	4	3.953399937017821e-05
1	3	2.9611999707412906e-05
2	4	6.0139000197523274e-05
2	4	5.4751999414293095e-05
2	3	5.558299926633481e-05
2	4	5.419199987954926e-05
2	4	5.4027001169743016e-05
3	4	0.00011649600128293969
3	4	0.00011010900016117375
3	4	0.00011327799984428566
3	4	0.00013756099906458985
3	4	0.0001183280000986997
4	4	0.00016079600027296692
2	4	5.94789999013301e-05
4	4	0.00017396000112057664
3	4	0.00011471800098661333
3	4	0.00012355400031083263
1	3	3.303099947515875e-05
1	3	3.0911998692317866e-05
1	4	3.14839999191463e-05
1	5	3.049400038435124e-05
1	5	3.058599941141438e-05
2	4	6.570200093847234e-05
2	5	6.99479987815721e-05
2	5	6.734000089636538e-05
2	5	6.743099947925657e-05
2	5	6.694300100207329e-05
3	5	0.00013853699965693522
3	5	0.00015435000022989698
3	5	0.0001375779993395554
3	5	0.00013540500003728084
3	4	0.00015236400031426456
3	5	0.00013670600128534716
3	5	0.00013573500109487213
4	5	0.00019475099907140248
4	5	0.00034680699900491163
4	5	0.0002477039997756947
4	5	0.00017576899881532881
4	4	0.00016577899987169076
5	5	0.00025096699937421363
5	5	0.000231849999181577
5	5	0.0002297470000485191
1	5	3.098599881923292e-05
1	5	3.064700104005169e-05
1	6	2.9347998861339875e-05
1	5	2.9935999918961897e-05
1	4	2.8668999220826663e-05
2	6	5.957199937256519e-05
2	6	6.156900053611025e-05
2	6	5.853200127603486e-05
2	5	6.04839988227468e-05
2	6	6.488399958470836e-05
3	6	0.00012332899859757163
3	5	0.00014053899940336123
3	6	0.00019536299987521488
3	6	0.00018279799951415043
3	6	0.00019552499907149468
4	6	0.00028140999893366825
4	5	0.00027855900043505244
4	6	0.00031647800096834544
3	6	0.00020572399989760015
4	5	0.0002949329991679406
5	6	0.00037656899985449854
5	6	0.0003710929995577317
4	6	0.0002832329992088489
4	6	0.00029339899992919527
5	6	0.0003704739992826944
5	6	0.0003693079997901805
6	6	0.0005125339994265232
6	6	0.0005151039986230899
5	6	0.00037626300036208704
5	6	0.00038352899900928605
1	4	4.755700138048269e-05
1	6	4.7203000576701015e-05
1	7	3.824099985649809e-05
1	6	3.412300065974705e-05
1	6	3.41949998983182e-05
2	7	7.70900005591102e-05
2	7	7.318099960684776e-05
2	6	7.413300045300275e-05
2	6	8.757500108913518e-05
2	7	7.343800098169595e-05
3	7	0.00019102199985354673
3	7	0.0001425339996785624
3	5	0.0001433199995517498
3	7	0.00014507000014418736
3	7	0.0001440699998056516
4	6	0.000205939999432303
4	7	0.0002047059988399269
4	7	0.00021434300106193405
4	7	0.00020561700148391537
4	7	0.00020733000019390602
5	7	0.0003013139994436642
5	7	0.0004041779993713135
5	7	0.0004000450007879408
4	7	0.0002975049992528511
5	6	0.00038632299947494175
6	7	0.0005380890015658224
5	7	0.0004029060000902973
6	7	0.000544095999430283
6	7	0.0005383110001275782
5	7	0.0003999799992016051
6	7	0.0005463050001708325
6	7	0.0007189440002548508
6	7	0.0008050159995036665
7	7	0.0011588189991016407
6	7	0.0005644960001518484
1	7	5.065600089437794e-05
1	7	4.6361999920918606e-05
1	6	4.63760006823577e-05
1	8	4.562799949781038e-05
1	6	4.45870009571081e-05
2	7	0.0001026009995257482
2	7	0.00010385799942014273
2	8	9.983499876398128e-05
2	8	0.00010490800013940316
2	6	0.00010162599937757477
3	8	0.00021321500025806017
3	8	0.00018129499949282035
3	8	0.00022994199935055804
3	8	0.00022406899915949907
3	8	0.00015347799853770994
4	8	0.00032091300090542063
4	8	0.0002982909991260385
4	7	0.0002980169992952142
4	8	0.00030203000096662436
4	7	0.0003073799998674076
5	7	0.00035912999919673894
5	8	0.0003506920002109837
5	8	0.00041673299892863724
5	8	0.0003903010001522489
5	8	0.0003810639991570497
6	8	0.00048332000005757436
6	8	0.0005690690013580024
6	7	0.0007738589993095957
6	8	0.0004997979995096102
6	8	0.0006008250002196291
6	8	0.0005649779996019788
7	8	0.001002054999844404
7	7	0.000982015999397845
6	8	0.0005774439996457659
5	8	0.0005363820000638952
8	8	0.0016134969991981052
6	8	0.0006680089991277782
8	8	0.0017860099997051293
7	8	0.0011153200011904119
8	8	0.0015905820000625681
1	8	4.856300074607134e-05
1	8	4.786800127476454e-05
1	7	4.769000042870175e-05
1	8	4.632899981515948e-05
1	8	4.5778000639984384e-05
2	9	0.00010441000085847918
2	8	7.596800060127862e-05
2	8	7.992599967110436e-05
2	8	7.734599967079703e-05
2	9	7.8929999290267e-05
3	8	0.00015914100004010834
3	8	0.00015573600103380159
3	8	0.00015014599921414629
3	9	0.0001501829992776038
3	9	0.00014611299957323354
4	9	0.00024068099992291536
4	9	0.00022623899894824717
4	9	0.0002233520008303458
4	8	0.00022078199981478974
4	9	0.0002386190008110134
5	9	0.00032775799991213717
5	8	0.00031468499946640804
5	9	0.00031528900035482366
5	9	0.0003194540004187729
5	9	0.0003170100007992005
5	9	0.00032302100044034887
6	9	0.0005160179989616154
6	9	0.0005358119997254107
6	9	0.0005811729988636216
6	9	0.000484534999486641
6	9	0.000494048999826191
5	9	0.00031374300124298315
7	9	0.0008807539998088032
5	9	0.0003249399997002911
6	9	0.0004874719998042565
7	9	0.0008403890005865833
7	9	0.0009904090002237353
8	9	0.0019164389996149112
7	9	0.0010708089994295733
6	9	0.0006241269984457176
7	9	0.0010898210002778796
8	8	0.0018008039987762459
8	9	0.0016851299988047685
7	9	0.000988212999800453
6	9	0.0005901109998376342
1	9	4.172099943389185e-05
1	9	4.1378998503205366e-05
1	8	3.744300011021551e-05
1	7	3.880499934894033e-05
1	8	3.8812000639154576e-05
2	9	9.920099910232238e-05
2	9	8.035300015762914e-05
2	8	6.989699977566488e-05
2	9	8.156500007316936e-05
2	9	7.828900015738327e-05
3	9	0.00016668900025251787
3	9	0.00015208900003926829
3	8	0.00014925600044080056
3	10	0.00015416700080095325
3	9	0.00014729999929841142
4	9	0.00022927200006961357
4	10	0.00022756500038667582
4	8	0.0002210629991168389
4	9	0.00022258900025917683
4	10	0.00022886899932927918
4	9	0.00022374099899025168
5	9	0.00032853199991222937
5	9	0.0005249629994068528
5	10	0.0004279790009604767
4	10	0.00025711700072861277
5	10	0.00033141299900307786
6	10	0.0005667580007866491
6	10	0.0005852260001120158
6	10	0.00051423600052658
6	10	0.0005474350000440609
7	9	0.0011525199988682289
7	10	0.0009981359999073902
7	10	0.0010074179990624543
6	10	0.0005643680015054997
7	9	0.0010341239994886564
6	10	0.0006340489999274723
7	10	0.0011274170010437956
7	10	0.0010801379994518356
8	10	0.0017062259994418127
7	10	0.0018401420002192026
7	10	0.0014857349997328129
9	10	0.0035693440004251897
7	10	0.0010143189992959378
9	10	0.004254949999449309
9	10	0.00349146699954872
10	10	0.006857334999949671
10	10	0.006867566000437364
10	10	0.006883474999995087
9	10	0.003587291001167614
10	10	0.00754167200102529
1	8	8.860799971444067e-05
1	9	4.446399907465093e-05
1	9	4.40500007243827e-05
1	9	4.113000068173278e-05
1	9	4.104999970877543e-05
2	10	8.520199844497256e-05
2	10	8.373000127903651e-05
2	9	8.028799857129343e-05
2	10	7.965499935380649e-05
2	9	8.42059998831246e-05
3	10	0.0001594990008015884
3	10	0.00016613600018899888
3	11	0.0001603070013516117
3	10	0.00015543700101261493
3	11	0.00015392599925689865
4	11	0.00026839400015887804
4	10	0.0002324859997315798
4	11	0.0002454149998811772
4	10	0.00023909999981697183
4	11	0.00023833200066292193
5	11	0.0003573180001694709
5	11	0.0003492420000839047
5	11	0.0003595710004447028
5	11	0.00035517299875209574
5	11	0.00033814199923654087
6	11	0.0006574809995072428
6	11	0.0006668470014119521
6	11	0.0006472389995906269
6	11	0.0006031150005583186
6	10	0.0005691030000889441
